"m_nmes_starch","m_starch_fiber","m_intrinsic_sugar_starch","m_intrinsic_sugar_fiber","m_nmes_fiber","m_nmes_intrinsic_sugar"
-0.343239163538632,-0.289413342643457,-0.491137523026306,0.817828722456638,0.968658946900316,0.863886839133333
0.0429888363858101,-0.700531043642728,-0.229924312276882,0.296932297983089,0.748634336105984,0.437878291978001
-0.0108684171144826,-0.653357903071657,0.0482792237935207,-1.42123174550901,-0.124341280543056,1.81470779305532
0.0306406794053218,-0.742194185886553,0.0678488752744201,-1.14649760812975,-0.878047792263597,-0.19875742519977
0.151922672501757,-0.114089222158896,-0.193535891503874,1.31033181947729,-0.492948532858592,0.81071328948797
-0.225152327363573,0.0147420226050819,-0.0348130119627671,-2.26877585947161,-0.29765344625644,0.0385713060352196
0.111943909943134,-0.0677369418688848,-0.103472380724223,-1.1014195422878,-0.816726790784599,-0.523207961559748
0.308440899696892,-0.31054584449306,-0.213465665419249,-1.10629199796205,-0.352593355832893,0.114184073296526
0.415773554884102,-0.424854754813757,0.534326207274196,-0.227311291870583,-0.169298874256735,0.39432210814806
-0.888546358734807,-1.50016718170591,-0.635023361523558,-0.77027327275251,0.541898085998589,-0.577259761151738
0.196230167154739,-0.951095017389062,-0.176112889440324,0.0780903427257973,2.14102479164226,1.11111692593971
0.347383263316556,1.83301402159064,0.330885186298215,-0.636693686479691,0.437054359165838,0.731488764459905
-0.049180168303279,-0.278971306754423,0.216620934521004,-1.35771165707651,0.0118161072152492,0.635008167257842
0.052104977395357,-0.885799992595601,-0.294926853283558,-0.722629859306645,2.32664789551402,-0.469754618836838
-0.345498838963301,-0.854685060918401,-0.0963538269652848,-0.686628584211522,-1.95516294478074,-0.321420331062238
-0.241470291980623,-0.309730631511113,0.576481061607239,0.0775499977415708,-0.161218594641925,-0.196627589357868
-0.129902274809753,0.244552176701098,-0.495564073582355,0.11807354313453,-0.206199703169752,0.767999792852139
-0.466476781937134,-0.640917337994115,-0.0780186857350618,1.59816798019403,-1.15879772362955,-0.146684082186514
0.259332653030273,0.394200061096705,0.200911230408213,-0.475096832887668,0.297026138195073,0.997778042847693
0.0322442169639393,-1.8135094706271,0.11458228736853,-0.668468568520549,-0.862057842845581,-0.123651600658726
0.383005440426622,0.451824167460164,-0.827699821945253,1.21878009143757,0.395351108487275,1.77537323204187
0.24355785242906,0.998577063886087,0.197141651742833,0.462205739748149,1.80167184371415,0.53203920314993
-0.0152732281134131,0.18413754945421,0.341810544429253,-2.18788277053275,-0.516370556412559,0.0791925647276293
0.159447597071282,0.89317161552268,0.230107059274704,0.910150424069377,-0.965037815359134,1.52150923610038
-0.238295092260827,0.950717230400577,-1.39001832315052,0.355878044591122,0.0162625383503282,-0.903928791998371
0.362955399047909,-1.50743483545791,0.737568161924945,-0.135384192911173,0.108470747176798,-0.00996425247299423
0.420836151977925,-0.172968966833441,0.238504432499872,-0.742696307812763,0.256040155689309,0.0568164242968452
-0.135598558178877,-0.545434942530833,-0.316757574858248,0.0340517466543245,-0.472100557111035,-1.54999219596541
-1.03789047485659,2.01767021531753,0.168130884089703,0.0747068216911292,-0.162706083102845,-0.064080379730236
-0.429453832001778,0.475151531429201,-0.144235200057461,0.301357916460021,1.53350005927679,-0.243851515906855
-0.114501199420051,-0.852633015856612,-0.0912420743694458,-1.26926567971169,-0.0491120764328091,-0.323695816989669
0.366017514315159,-0.573154657349575,-0.157800017634728,-2.16774111195511,2.05819488833557,-1.00420203123391
-0.357259714797849,-0.755872057435117,-0.0292379872102989,-2.32659333932924,1.59563582849803,-1.44111516191654
-0.13380387240643,-0.670831200419235,0.130839800464055,-1.18590635443733,-0.00844263803232156,-0.0359765245525292
-0.0645195184175822,-0.026813191986636,-0.00161422778449629,-0.237697020913509,-0.170259824676343,-0.958250228318816
-0.231390995619104,0.966235551795543,-0.502163987498788,-0.325782158643295,-0.172813660043306,0.175130631508352
0.356391478290848,-0.140199360349927,-0.174051953585418,-1.24476174109289,1.02829660302547,-0.383849542041553
0.298113811366211,0.0531227705308061,0.363781252990216,0.577182520034547,3.1922161798634,-0.378192843982773
0.0213200040266261,-0.201027822752881,0.382339078592508,-1.56776348863122,0.0253551126151345,-1.28784418347652
0.0377061531576197,0.106965716447551,-0.0719273586061291,-0.51600170542183,-0.355802938248691,-0.172129485324077
0.0495605507672418,0.317485320279367,0.174806678825996,-1.25417681223896,-1.59248461070995,-0.267806024550029
0.0284512553803159,0.384566321203698,0.367629677506854,0.599249175739683,0.599154332433017,-1.05428046996969
0.219646378000012,0.24383930236773,0.129569902027683,-1.10443303291,0.109726590362746,1.45612164563624
-0.149688895118097,-0.936095313615096,0.340744713931849,-1.62047966057612,-0.143698886691596,0.446369187610979
0.289036944317254,-1.23048346757515,-0.222986821510591,-0.131205459122835,0.933928506300271,-0.198365010464514
0.28258685225659,0.88927288448377,-0.0528131287804463,1.2113947171217,-1.64903629709572,0.331454309802578
0.28395655149927,0.0924576769896507,-0.624396756115895,-0.7034616951116,-0.677875401796208,0.385923274426361
-0.252380338311101,0.559033891709423,0.860764485325739,0.137464047769919,-2.1287748266578,-0.989086142027032
-0.810756175854125,-0.869009484796104,-0.33081228793148,0.78096492807208,1.46221361624731,-0.811359395337624
-0.0330840656697867,-0.750422200848925,0.140589494360538,0.295218948359053,0.346228951065066,-1.38725999018971
0.171188410006262,1.26398126559499,-0.344121912328882,0.295868108740592,0.149510730757097,-1.30010226323418
